bedtime,wakeup_time,bedtime_minutes,wakeup_minutes,sleep_duration,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood,sleep_interruptions,sleep_quality
01:28,07:01,88,421,5.6,Low,27,103,7,Happy,Yes,Poor
01:32,06:35,92,395,5.04,None,50,53,3,Anxious,No,Good
22:34,07:36,1354,456,9.76,Low,19,32,3,Neutral,Yes,Good
01:06,05:54,66,354,5.46,Low,27,27,3,Happy,No,Average
01:07,06:44,67,404,5.68,High,0,47,2,Sad,No,Average
01:11,08:01,71,481,6.53,Moderate,37,73,6,Happy,No,Average
23:08,06:38,1388,398,7.68,Moderate,9,4,5,Happy,No,Average
01:07,05:17,67,317,4.02,Low,7,139,6,Anxious,No,Poor
22:52,06:47,1372,407,7.61,Low,7,68,3,Happy,No,Good
23:05,08:47,1385,527,9.77,Low,32,91,4,Anxious,No,Good
22:51,05:01,1371,301,6.01,Low,71,72,4,Happy,No,Average
01:45,06:34,105,394,4.57,None,39,50,2,Neutral,No,Good
00:35,08:14,35,494,7.24,Moderate,24,37,4,Happy,No,Average
01:49,06:24,109,384,4.2,None,56,108,7,Sad,Yes,Poor
23:21,07:21,1401,441,7.47,High,12,112,2,Sad,No,Average
00:48,09:23,48,563,8.67,None,37,20,2,Sad,No,Good
01:05,06:53,65,413,6.18,None,24,80,3,Sad,No,Average
22:40,06:26,1360,386,7.24,Low,51,31,5,Happy,Yes,Good
01:04,05:33,64,333,5.47,None,46,58,6,Neutral,No,Average
22:56,07:18,1376,438,8.35,High,26,220,5,Neutral,No,Average
01:44,06:40,104,400,4.72,None,13,92,5,Sad,No,Poor
00:55,06:22,55,382,5.02,Low,45,188,6,Sad,No,Average
00:28,08:29,28,509,7.6,Moderate,20,65,3,Happy,No,Average
23:10,06:13,1390,373,7.5,Moderate,45,95,4,Anxious,No,Average
00:21,05:52,21,352,4.8,Low,89,39,6,Happy,No,Average
01:08,07:30,68,450,6.06,None,0,68,2,Happy,No,Average
22:13,06:07,1333,367,7.18,Low,48,70,6,Happy,No,Good
22:12,08:32,1332,512,9.94,None,14,136,0,Happy,No,Good
22:41,09:56,1361,596,11.38,Low,13,38,5,Anxious,No,Good
23:36,09:30,1416,570,9.55,Moderate,36,42,6,Sad,No,Good
01:56,08:46,116,526,6.6,Moderate,32,76,5,Happy,No,Average
23:16,06:26,1396,386,7.59,Moderate,31,14,5,Anxious,No,Good
00:42,05:23,42,323,5.17,Moderate,37,20,7,Happy,No,Average
01:01,08:34,61,514,7.13,None,17,40,5,Sad,Yes,Average
00:23,09:46,23,586,9.77,Moderate,12,11,3,Neutral,No,Good
23:16,07:37,1396,457,7.88,Low,16,9,1,Happy,No,Good
22:19,05:52,1339,352,7.35,Low,14,92,3,Neutral,Yes,Average
23:45,08:20,1425,500,8.56,Moderate,20,56,4,Anxious,No,Average
23:17,05:04,1397,304,5.36,None,8,40,1,Happy,No,Average
23:50,07:56,1430,476,7.95,Moderate,38,23,5,Anxious,No,Good
22:35,07:47,1355,467,9.54,None,26,45,5,Happy,Yes,Average
01:28,05:23,88,323,4.02,Low,0,131,3,Neutral,No,Average
00:00,09:10,0,550,8.82,None,42,100,8,Happy,No,Good
23:20,06:26,1400,386,7.25,Low,89,50,2,Neutral,No,Good
00:22,09:16,22,556,9.05,Low,41,75,5,Sad,Yes,Average
22:47,05:57,1367,357,7.09,Low,42,90,5,Happy,No,Good
01:43,09:57,103,597,8.09,None,0,76,2,Neutral,No,Good
